aligned_dna_short_read_id,experiment_dna_short_read_id,aligned_dna_short_read_file,aligned_dna_short_read_index_file,md_5_sum,reference_assembly,alignment_software,mean_coverage,analysis_details,reference_assembly_details,reference_assembly_uri,quality_issues
PMGRC-39-39-0_LS3762974_SQ6094_1,PMGRC-39-39-0_LS3762974_SQ6094,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-39-39-0_LS3762974_SQ6094.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-39-39-0_LS3762974_SQ6094.crai,,GRCh38,bwa 0.7.17,33.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-390-388-1_LS4073408_SQ6062_1,PMGRC-390-388-1_LS4073408_SQ6062,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-390-388-1_LS4073408_SQ6062.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-390-388-1_LS4073408_SQ6062.crai,,GRCh38,bwa 0.7.17,21.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-391-391-0_LS4698969_SQ6120_1,PMGRC-391-391-0_LS4698969_SQ6120,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-391-391-0_LS4698969_SQ6120.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-391-391-0_LS4698969_SQ6120.crai,34706246e191b679b47dd87f9d2b76ae,GRCh38,bwa 0.7.17,39.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-392-392-0_LS4073415_SQ6069_1,PMGRC-392-392-0_LS4073415_SQ6069,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-392-392-0_LS4073415_SQ6069.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-392-392-0_LS4073415_SQ6069.crai,,GRCh38,bwa 0.7.17,29,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-393-392-2_LS4073414_SQ6068_1,PMGRC-393-392-2_LS4073414_SQ6068,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-393-392-2_LS4073414_SQ6068.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-393-392-2_LS4073414_SQ6068.crai,,GRCh38,bwa 0.7.17,56.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-394-392-1_LS4073426_SQ6080_1,PMGRC-394-392-1_LS4073426_SQ6080,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-394-392-1_LS4073426_SQ6080.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-394-392-1_LS4073426_SQ6080.crai,,GRCh38,bwa 0.7.17,49.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-399-391-1_LS4698949_SQ6112_1,PMGRC-399-391-1_LS4698949_SQ6112,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-399-391-1_LS4698949_SQ6112.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-399-391-1_LS4698949_SQ6112.crai,73e119f5db8571bbe92eeb65973696a9,GRCh38,bwa 0.7.17,42.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-4-3-2_LS3516180_SQ6066_1,PMGRC-4-3-2_LS3516180_SQ6066,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-4-3-2_LS3516180_SQ6066.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-4-3-2_LS3516180_SQ6066.crai,,GRCh38,bwa 0.7.17,40.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-400-391-2_LS4698970_SQ6121_1,PMGRC-400-391-2_LS4698970_SQ6121,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-400-391-2_LS4698970_SQ6121.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-400-391-2_LS4698970_SQ6121.crai,783c22a7c42337975e0540754956dc0b,GRCh38,bwa 0.7.17,54.0,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-401-401-0_LS4073357_SQ6085_1,PMGRC-401-401-0_LS4073357_SQ6085,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-401-401-0_LS4073357_SQ6085.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-401-401-0_LS4073357_SQ6085.crai,,GRCh38,bwa 0.7.17,48.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-402-401-2_LS4073354_SQ6128_1,PMGRC-402-401-2_LS4073354_SQ6128,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-402-401-2_LS4073354_SQ6128.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-402-401-2_LS4073354_SQ6128.crai,,GRCh38,bwa 0.7.17,46.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-403-403-0_LS4268782_SQ6086_1,PMGRC-403-403-0_LS4268782_SQ6086,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-403-403-0_LS4268782_SQ6086.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-403-403-0_LS4268782_SQ6086.crai,f19dfaf91c65975ac892f09816344ee2,GRCh38,bwa 0.7.17,48.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-404-403-1_LS4743901_SQ6102_1,PMGRC-404-403-1_LS4743901_SQ6102,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-404-403-1_LS4743901_SQ6102.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-404-403-1_LS4743901_SQ6102.crai,e5cf9a6b10347c4dd0d4ccfaf70464c1,GRCh38,bwa 0.7.17,44.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-405-403-2_LS4268783_SQ6087_1,PMGRC-405-403-2_LS4268783_SQ6087,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-405-403-2_LS4268783_SQ6087.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-405-403-2_LS4268783_SQ6087.crai,120b8ad0eb59101b235bd7c03275d436,GRCh38,bwa 0.7.17,54.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-406-401-1_LS4073356_SQ6130_1,PMGRC-406-401-1_LS4073356_SQ6130,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-406-401-1_LS4073356_SQ6130.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-406-401-1_LS4073356_SQ6130.crai,,GRCh38,bwa 0.7.17,33.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-409-408-1_LS4268829_SQ6069_1,PMGRC-409-408-1_LS4268829_SQ6069,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-409-408-1_LS4268829_SQ6069.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-409-408-1_LS4268829_SQ6069.crai,,GRCh38,bwa 0.7.17,38.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-410-408-2_LS4268830_SQ6070_1,PMGRC-410-408-2_LS4268830_SQ6070,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-410-408-2_LS4268830_SQ6070.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-410-408-2_LS4268830_SQ6070.crai,,GRCh38,bwa 0.7.17,49.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-411-411-0_LS4073376_SQ6118_1,PMGRC-411-411-0_LS4073376_SQ6118,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-411-411-0_LS4073376_SQ6118.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-411-411-0_LS4073376_SQ6118.crai,,GRCh38,bwa 0.7.17,36.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-412-411-2_LS4073368_SQ6110_1,PMGRC-412-411-2_LS4073368_SQ6110,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-412-411-2_LS4073368_SQ6110.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-412-411-2_LS4073368_SQ6110.crai,,GRCh38,bwa 0.7.17,45.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-414-417-2_LS4073374_SQ6116_1,PMGRC-414-417-2_LS4073374_SQ6116,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-414-417-2_LS4073374_SQ6116.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-414-417-2_LS4073374_SQ6116.crai,,GRCh38,bwa 0.7.17,38.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-415-417-1_LS4073396_SQ6069_1,PMGRC-415-417-1_LS4073396_SQ6069,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-415-417-1_LS4073396_SQ6069.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-415-417-1_LS4073396_SQ6069.crai,,GRCh38,bwa 0.7.17,43.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-416-417-3_LS4268828_SQ6068_1,PMGRC-416-417-3_LS4268828_SQ6068,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-416-417-3_LS4268828_SQ6068.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-416-417-3_LS4268828_SQ6068.crai,,GRCh38,bwa 0.7.17,35.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-417-417-0_LS4073387_SQ6128_1,PMGRC-417-417-0_LS4073387_SQ6128,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-417-417-0_LS4073387_SQ6128.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-417-417-0_LS4073387_SQ6128.crai,,GRCh38,bwa 0.7.17,46.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-418-418-0_LS4268831_SQ6071_1,PMGRC-418-418-0_LS4268831_SQ6071,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-418-418-0_LS4268831_SQ6071.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-418-418-0_LS4268831_SQ6071.crai,,GRCh38,bwa 0.7.17,25.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-419-418-2_LS4073383_SQ6125_1,PMGRC-419-418-2_LS4073383_SQ6125,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-419-418-2_LS4073383_SQ6125.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-419-418-2_LS4073383_SQ6125.crai,,GRCh38,bwa 0.7.17,47.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-420-418-1_LS4073367_SQ6109_1,PMGRC-420-418-1_LS4073367_SQ6109,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-420-418-1_LS4073367_SQ6109.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-420-418-1_LS4073367_SQ6109.crai,,GRCh38,bwa 0.7.17,37.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-422-421-2_LS4268852_SQ6062_1,PMGRC-422-421-2_LS4268852_SQ6062,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-422-421-2_LS4268852_SQ6062.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-422-421-2_LS4268852_SQ6062.crai,2a2b465cd5e1e3414c39072c58daeea4,GRCh38,bwa 0.7.17,47.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-423-423-0_LS4073395_SQ6068_1,PMGRC-423-423-0_LS4073395_SQ6068,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-423-423-0_LS4073395_SQ6068.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-423-423-0_LS4073395_SQ6068.crai,,GRCh38,bwa 0.7.17,44,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-424-423-2_LS4073385_SQ6063_1,PMGRC-424-423-2_LS4073385_SQ6063,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-424-423-2_LS4073385_SQ6063.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-424-423-2_LS4073385_SQ6063.crai,,GRCh38,bwa 0.7.17,42.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-425-423-1_LS4073398_SQ6071_1,PMGRC-425-423-1_LS4073398_SQ6071,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-425-423-1_LS4073398_SQ6071.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-425-423-1_LS4073398_SQ6071.crai,,GRCh38,bwa 0.7.17,31.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-426-426-0_LS4073366_SQ6062_1,PMGRC-426-426-0_LS4073366_SQ6062,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-426-426-0_LS4073366_SQ6062.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-426-426-0_LS4073366_SQ6062.crai,,GRCh38,bwa 0.7.17,38.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-427-426-2_LS4073390_SQ6130_1,PMGRC-427-426-2_LS4073390_SQ6130,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-427-426-2_LS4073390_SQ6130.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-427-426-2_LS4073390_SQ6130.crai,,GRCh38,bwa 0.7.17,29.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-428-426-1_LS4073391_SQ6064_1,PMGRC-428-426-1_LS4073391_SQ6064,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-428-426-1_LS4073391_SQ6064.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-428-426-1_LS4073391_SQ6064.crai,,GRCh38,bwa 0.7.17,43.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-429-429-0_LS4073399_SQ6072_1,PMGRC-429-429-0_LS4073399_SQ6072,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-429-429-0_LS4073399_SQ6072.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-429-429-0_LS4073399_SQ6072.crai,,GRCh38,bwa 0.7.17,50.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-43-43-0_LS3516183_SQ6069_1,PMGRC-43-43-0_LS3516183_SQ6069,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-43-43-0_LS3516183_SQ6069.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-43-43-0_LS3516183_SQ6069.crai,,GRCh38,bwa 0.7.17,42.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-430-429-2_LS4073392_SQ6065_1,PMGRC-430-429-2_LS4073392_SQ6065,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-430-429-2_LS4073392_SQ6065.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-430-429-2_LS4073392_SQ6065.crai,,GRCh38,bwa 0.7.17,41.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-431-431-0_LS4073384_SQ6126_1,PMGRC-431-431-0_LS4073384_SQ6126,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-431-431-0_LS4073384_SQ6126.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-431-431-0_LS4073384_SQ6126.crai,,GRCh38,bwa 0.7.17,38.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-432-431-1_LS4073386_SQ6127_1,PMGRC-432-431-1_LS4073386_SQ6127,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-432-431-1_LS4073386_SQ6127.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-432-431-1_LS4073386_SQ6127.crai,,GRCh38,bwa 0.7.17,33.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-433-431-2_LS4073397_SQ6070_1,PMGRC-433-431-2_LS4073397_SQ6070,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-433-431-2_LS4073397_SQ6070.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-433-431-2_LS4073397_SQ6070.crai,,GRCh38,bwa 0.7.17,50.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-434-434-0_LS4073394_SQ6067_1,PMGRC-434-434-0_LS4073394_SQ6067,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-434-434-0_LS4073394_SQ6067.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-434-434-0_LS4073394_SQ6067.crai,,GRCh38,bwa 0.7.17,35.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-435-434-2_LS4073372_SQ6114_1,PMGRC-435-434-2_LS4073372_SQ6114,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-435-434-2_LS4073372_SQ6114.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-435-434-2_LS4073372_SQ6114.crai,,GRCh38,bwa 0.7.17,36.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
